location,clinic_name,day,time_blocks,notes,is_closed
Serangoon,Redwood @ TPY Clinic and Surgery Pte Ltd,Sun,,Closed,true
Serangoon,Redwood @ TPY Clinic and Surgery Pte Ltd,PH,,Closed,true
Serangoon,RiverSage Family Clinic,Mon,8:00am - 1:00pm | 6:00pm - 9:30pm | 8:00am - 12:00pm,(WhatsApp Only) Sat & Sun:,false
Serangoon,RiverSage Family Clinic,Tues,8:00am - 1:00pm | 6:00pm - 9:30pm | 8:00am - 12:00pm,(WhatsApp Only) Sat & Sun:,false
Serangoon,RiverSage Family Clinic,Wed,8:00am - 1:00pm | 6:00pm - 9:30pm | 8:00am - 12:00pm,(WhatsApp Only) Sat & Sun:,false
Serangoon,RiverSage Family Clinic,Thurs,8:00am - 1:00pm | 6:00pm - 9:30pm | 8:00am - 12:00pm,(WhatsApp Only) Sat & Sun:,false
Serangoon,RiverSage Family Clinic,Fri,8:00am - 1:00pm | 6:00pm - 9:30pm | 8:00am - 12:00pm,(WhatsApp Only) Sat & Sun:,false
Serangoon,RiverSage Family Clinic,PH,,Closed,true
Serangoon,G Clinic Family Practice,Mon,9:00am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 8:30pm,,false
Serangoon,G Clinic Family Practice,Tues,9:00am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 8:30pm,,false
Serangoon,G Clinic Family Practice,Wed,9:00am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 8:30pm,,false
Serangoon,G Clinic Family Practice,Thurs,9:00am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 8:30pm,,false
Serangoon,G Clinic Family Practice,Fri,9:00am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 8:30pm,,false
Serangoon,G Clinic Family Practice,Sat,9:00am - 12:30pm,,false
Serangoon,G Clinic Family Practice,Sun,9:00am - 12:30pm,,false
Serangoon,G Clinic Family Practice,PH,9:00am - 12:30pm,,false
Serangoon,Solara Medical,Mon,8:30am - 1:00pm,,false
Serangoon,Solara Medical,Tues,8:30am - 1:00pm,,false
Serangoon,Solara Medical,Sat,,Closed,true
Serangoon,Solara Medical,Sun,6:00pm - 10:00pm,,false
Serangoon,Solara Medical,PH,,Closed,true
Serangoon,Sterling Clinic and Surgery,Mon,9:00am - 12:30pm | 2:00pm - 4:30pm,,false
Serangoon,Sterling Clinic and Surgery,Tues,9:00am - 12:30pm | 2:00pm - 4:30pm,,false
Serangoon,Sterling Clinic and Surgery,Wed,9:00am - 12:30pm | 2:00pm - 4:30pm,,false
Serangoon,Sterling Clinic and Surgery,Thurs,9:00am - 12:30pm | 2:00pm - 4:30pm,,false
Serangoon,Sterling Clinic and Surgery,Fri,9:00am - 12:30pm | 2:00pm - 4:30pm,,false
Serangoon,Sterling Clinic and Surgery,Sat,9:00am - 12:30pm,,false
Serangoon,Sterling Clinic and Surgery,Sun,9:00am - 12:30pm,,false
Serangoon,Sterling Clinic and Surgery,PH,,Open at selected timing (To call the clinic to confirm),false
Serangoon,Union Medical Clinic & Surgery (Serangoon North),Mon,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 8:30pm,,false
Serangoon,Union Medical Clinic & Surgery (Serangoon North),Tues,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 8:30pm,,false
Serangoon,Union Medical Clinic & Surgery (Serangoon North),Wed,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 8:30pm,,false
Serangoon,Union Medical Clinic & Surgery (Serangoon North),Thurs,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 8:30pm,,false
Serangoon,Union Medical Clinic & Surgery (Serangoon North),Fri,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 8:30pm,,false
Serangoon,Union Medical Clinic & Surgery (Serangoon North),Sat,8:30am - 12:30pm,,false
Serangoon,Union Medical Clinic & Surgery (Serangoon North),Sun,9:00am - 12:00pm,,false
Serangoon,Union Medical Clinic & Surgery (Serangoon North),PH,,Closed,true
Serangoon,Woodleigh Care Family Clinic,Mon,8:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm | 8:00am - 1:00pm | 2:00pm - 5:00pm,Fr:,false
Serangoon,Woodleigh Care Family Clinic,Tues,8:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm | 8:00am - 1:00pm | 2:00pm - 5:00pm,Fr:,false
Serangoon,Woodleigh Care Family Clinic,Wed,8:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm | 8:00am - 1:00pm | 2:00pm - 5:00pm,Fr:,false
Serangoon,Woodleigh Care Family Clinic,Thurs,8:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm | 8:00am - 1:00pm | 2:00pm - 5:00pm,Fr:,false
Serangoon,Woodleigh Care Family Clinic,Sat,8:00am - 1:00pm,,false
Serangoon,Woodleigh Care Family Clinic,Sun,8:00am - 1:00pm | 6:00pm - 9:00pm,,false
Serangoon,Woodleigh Care Family Clinic,PH,,Closed,true
Simei,DA Clinic @ Simei,Mon,8:30am - 12:00pm | 1:00pm - 9:00pm,,false
Simei,DA Clinic @ Simei,Tues,8:30am - 12:00pm | 1:00pm - 9:00pm,,false
Simei,DA Clinic @ Simei,Wed,8:30am - 12:00pm | 1:00pm - 9:00pm,,false
Simei,DA Clinic @ Simei,Thurs,8:30am - 12:00pm | 1:00pm - 9:00pm,,false
Simei,DA Clinic @ Simei,Fri,8:30am - 12:00pm | 1:00pm - 9:00pm,,false
Simei,DA Clinic @ Simei,Sat,8:30am - 12:00pm,,false
Simei,DA Clinic @ Simei,Sun,8:30am - 12:00pm,,false
Simei,DA Clinic @ Simei,PH,,Please call the clinic to confirm,false
Simei,Northeast Medical Group (Simei),Mon,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Simei,Northeast Medical Group (Simei),Tues,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Simei,Northeast Medical Group (Simei),Wed,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Simei,Northeast Medical Group (Simei),Thurs,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Simei,Northeast Medical Group (Simei),Fri,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Simei,Northeast Medical Group (Simei),Sat,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Simei,Northeast Medical Group (Simei),Sun,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Simei,Northeast Medical Group (Simei),PH,10:00am - 6:00pm,,false
Simei,St Andrew’s Mission Hospital Clinic (Simei),Mon,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Simei,St Andrew’s Mission Hospital Clinic (Simei),Tues,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Simei,St Andrew’s Mission Hospital Clinic (Simei),Wed,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Simei,St Andrew’s Mission Hospital Clinic (Simei),Thurs,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Simei,St Andrew’s Mission Hospital Clinic (Simei),Fri,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Simei,St Andrew’s Mission Hospital Clinic (Simei),Sat,,Closed,true
Simei,St Andrew’s Mission Hospital Clinic (Simei),Sun,,Closed,true
Simei,St Andrew’s Mission Hospital Clinic (Simei),PH,,Closed,true
Tanjong Pagar,Angsana Medical,Mon,8:30am - 1:00pm | 2:00pm - 5:30pm | 6:00pm - 8:00pm,,false
Tanjong Pagar,Angsana Medical,Tues,8:30am - 1:00pm | 2:00pm - 5:30pm | 6:00pm - 8:00pm,,false
Tanjong Pagar,Angsana Medical,Wed,8:30am - 1:00pm | 2:00pm - 5:30pm | 6:00pm - 8:00pm,,false
Tanjong Pagar,Angsana Medical,Thurs,8:30am - 1:00pm | 2:00pm - 5:30pm | 6:00pm - 8:00pm,,false
Tanjong Pagar,Angsana Medical,Fri,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Tanjong Pagar,Angsana Medical,Sat,9:00am - 12:30pm,,false
Tanjong Pagar,Angsana Medical,Sun,,Closed,true
Tanjong Pagar,Angsana Medical,PH,,Closed,true
Tanjong Pagar,AscendCare Medical Clinic,Mon,9:00am - 12:30pm | 1:30pm - 5:00pm,,false
Tanjong Pagar,AscendCare Medical Clinic,Tues,9:00am - 12:30pm | 1:30pm - 5:00pm,,false
Tanjong Pagar,AscendCare Medical Clinic,Wed,9:00am - 12:30pm | 1:30pm - 5:00pm,,false
Tanjong Pagar,AscendCare Medical Clinic,Thurs,9:00am - 12:30pm | 1:30pm - 5:00pm,,false
Tanjong Pagar,AscendCare Medical Clinic,Fri,9:00am - 12:30pm | 1:30pm - 5:00pm,,false
Tanjong Pagar,AscendCare Medical Clinic,Sat,,Closed,true
Tanjong Pagar,AscendCare Medical Clinic,Sun,,Closed,true
Tanjong Pagar,AscendCare Medical Clinic,PH,,Closed,true
Tanjong Pagar,Beacon Medical,Mon,8:30am - 12:00pm,,false
Tanjong Pagar,Beacon Medical,Tues,8:30am - 12:00pm,,false
Tanjong Pagar,Beacon Medical,Wed,8:30am - 12:00pm,,false
Tanjong Pagar,Beacon Medical,Thurs,8:30am - 12:00pm,,false
Tanjong Pagar,Beacon Medical,Fri,8:30am - 12:00pm,,false
Tanjong Pagar,Clinic Tanjong Pagar,Sun,,Closed,true
Tanjong Pagar,Clinic Tanjong Pagar,PH,,Closed,true
Tanjong Pagar,Bridgepoint Health,Mon,8:00am - 1:30pm,,false
Tanjong Pagar,Bridgepoint Health,Wed,8:00am - 1:30pm,,false
Tanjong Pagar,(Everton Park Clinic),Tues,8:00am - 1:30pm | 6:30pm - 9:30pm,,false
Tanjong Pagar,(Everton Park Clinic),Thurs,8:00am - 1:30pm | 6:30pm - 9:30pm,,false
Tanjong Pagar,(Everton Park Clinic),Fri,8:00am - 1:30pm | 2:30pm - 5:30pm,,false
Tanjong Pagar,(Everton Park Clinic),Sat,8:00am - 1:30pm,,false
Tanjong Pagar,(Everton Park Clinic),Sun,8:00am - 1:30pm,,false
Tanjong Pagar,(Everton Park Clinic),PH,,Closed,true
Tanjong Pagar,Chang Clinic & Surgery,Mon,9:00am - 12:00pm | 2:00pm - 4:00pm,,false
Tanjong Pagar,Chang Clinic & Surgery,Tues,9:00am - 12:00pm | 2:00pm - 4:00pm | 6:00pm - 8:00pm,,false
Tanjong Pagar,Chang Clinic & Surgery,Sat,9:00am - 1:00pm,,false
Tanjong Pagar,Chang Clinic & Surgery,Sun,,Closed,true
Tanjong Pagar,Chang Clinic & Surgery,PH,,Closed,true
Tanjong Pagar,Everton Clinic,Mon,8:30am - 1:00pm,,false
Tanjong Pagar,Everton Clinic,Tues,8:30am - 1:00pm,,false
Tanjong Pagar,Everton Clinic,Wed,,Closed,true
Tanjong Pagar,Everton Clinic,Thurs,2:00pm - 5:00pm | 6:00pm - 8:30pm,,false
Tanjong Pagar,Everton Clinic,Fri,8:30am - 1:00pm,,false
Tanjong Pagar,Everton Clinic,Sat,,Closed,true
Tanjong Pagar,Everton Clinic,Sun,8:30am - 1:00pm,,false
Tanjong Pagar,Everton Clinic,PH,,To call the clinic to confirm,false
Tanjong Pagar,Healthway Japanese Medical Downtown,Mon,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Tanjong Pagar,Healthway Japanese Medical Downtown,Tues,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Tanjong Pagar,Healthway Japanese Medical Downtown,Wed,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Tanjong Pagar,Healthway Japanese Medical Downtown,Thurs,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Tanjong Pagar,Healthway Japanese Medical Downtown,Fri,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Tanjong Pagar,Healthway Japanese Medical Downtown,Sat,,Closed,true
Tanjong Pagar,Healthway Japanese Medical Downtown,Sun,,Closed,true
Tanjong Pagar,Healthway Japanese Medical Downtown,PH,,Closed,true
Tanjong Pagar,HMI Health Screening (Amara),Mon,9:00am - 5:00pm,,false
Tanjong Pagar,HMI Health Screening (Amara),Tues,9:00am - 5:00pm,,false
Tanjong Pagar,HMI Health Screening (Amara),Wed,9:00am - 5:00pm,,false
Tanjong Pagar,HMI Health Screening (Amara),Thurs,9:00am - 5:00pm,,false
Tanjong Pagar,HMI Health Screening (Amara),Fri,9:00am - 5:00pm,,false
Tanjong Pagar,HMI Health Screening (Amara),Sat,9:00am - 1:00pm,,false
Tanjong Pagar,HMI Health Screening (Amara),Sun,,Closed,true
Tanjong Pagar,HMI Health Screening (Amara),PH,,Closed,true
Tampines,Acumed Medical Group (Tampines West),Mon,8:30am - 2:00pm,,false
Tampines,Acumed Medical Group (Tampines West),Tues,8:30am - 2:00pm,,false
Tampines,Acumed Medical Group (Tampines West),Wed,8:30am - 2:00pm,,false
Tampines,Acumed Medical Group (Tampines West),Thurs,8:30am - 2:00pm,,false
Tampines,Acumed Medical Group (Tampines West),Fri,8:30am - 2:00pm,,false
Tampines,Acumed Medical Group (Tampines West),Sat,,Closed,true
Tampines,Acumed Medical Group (Tampines West),Sun,,Closed,true
Tampines,Acumed Medical Group (Tampines West),PH,,Closed,true
Tampines,Caring Medical Clinic Tampines,Mon,8:30am - 2:00pm | 6:00pm - 9:00pm,,false
Tampines,Caring Medical Clinic Tampines,Tues,8:30am - 2:00pm | 6:00pm - 9:00pm,,false
Tampines,Caring Medical Clinic Tampines,Wed,8:30am - 2:00pm | 6:00pm - 9:00pm,,false
Tampines,Caring Medical Clinic Tampines,Thurs,8:30am - 2:00pm | 6:00pm - 9:00pm,,false
Tampines,Caring Medical Clinic Tampines,Fri,8:30am - 2:00pm | 6:00pm - 9:00pm,,false
Tampines,Caring Medical Clinic Tampines,Sat,8:30am - 12:30pm,,false
Tampines,Caring Medical Clinic Tampines,Sun,8:30am - 12:30pm | 6:00pm - 9:00pm,,false
Tampines,Caring Medical Clinic Tampines,PH,,Closed,true
Tampines,Crossroads Family Clinic,Mon,8:00am - 12:30pm | 2:00pm - 4:00pm | 5:30pm - 8:30pm,,false
Tampines,Crossroads Family Clinic,Tues,8:00am - 12:30pm | 2:00pm - 4:00pm,,false
Tampines,Crossroads Family Clinic,Wed,8:00am - 12:30pm | 2:00pm - 4:00pm | 5:30pm - 8:30pm,,false
Tampines,Crossroads Family Clinic,Thurs,8:00am - 12:30pm,,false
Tampines,Crossroads Family Clinic,Fri,8:00am - 12:30pm | 2:00pm - 4:00pm,,false
Tampines,Crossroads Family Clinic,Sat,8:00am - 12:30pm,,false
Tampines,Crossroads Family Clinic,Sun,,Closed,true
Tampines,Crossroads Family Clinic,PH,,Closed,true
Tampines,Dayspring 2 Medical Clinic (Tampines),Mon,9:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Tampines,Dayspring 2 Medical Clinic (Tampines),Tues,9:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Tampines,Dayspring 2 Medical Clinic (Tampines),Wed,9:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Tampines,Dayspring 2 Medical Clinic (Tampines),Thurs,9:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Tampines,Dayspring 2 Medical Clinic (Tampines),Fri,9:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Tampines,Dayspring 2 Medical Clinic (Tampines),Sat,9:00am - 1:00pm,,false
Tampines,Dayspring 2 Medical Clinic (Tampines),Sun,9:00am - 1:00pm,,false
Tampines,Dayspring 2 Medical Clinic (Tampines),PH,,Closed,true
Tampines,Edgedale Medical Clinic (Tampines),Mon,9:00am - 1:00pm | 6:00pm - 9:00pm,,false
Tampines,Edgedale Medical Clinic (Tampines),Tues,9:00am - 1:00pm | 6:00pm - 9:00pm,,false
Tampines,Edgedale Medical Clinic (Tampines),Wed,9:00am - 1:00pm | 6:00pm - 9:00pm,,false
Tampines,Edgedale Medical Clinic (Tampines),Thurs,9:00am - 1:00pm | 6:00pm - 9:00pm,,false
Tampines,Edgedale Medical Clinic (Tampines),Fri,9:00am - 1:00pm | 6:00pm - 9:00pm,,false
Tampines,Edgedale Medical Clinic (Tampines),Sat,9:00am - 1:00pm,,false
Tampines,Edgedale Medical Clinic (Tampines),Sun,,Closed,true
Tampines,Edgedale Medical Clinic (Tampines),PH,,Closed,true
Tampines,Faith Healthcare 11 (Tampines),Mon,8:30am - 4:30pm | 7:00pm - 9:30pm,,false
Tampines,Faith Healthcare 11 (Tampines),Tues,8:30am - 4:30pm | 7:00pm - 9:30pm,,false
Tampines,Faith Healthcare 11 (Tampines),Wed,8:30am - 4:30pm | 7:00pm - 9:30pm,,false
Tampines,Faith Healthcare 11 (Tampines),Thurs,8:30am - 4:30pm | 7:00pm - 9:30pm,,false
Tampines,Faith Healthcare 11 (Tampines),Fri,8:30am - 4:30pm | 7:00pm - 9:30pm,,false
Tampines,Faith Healthcare 11 (Tampines),Sat,8:30am - 1:00pm,,false
Tampines,Faith Healthcare 11 (Tampines),Sun,8:30am - 1:00pm,,false
Tampines,Faith Healthcare 11 (Tampines),PH,8:30am - 1:00pm,,false
Tampines,Good Medical Clinic (Tampines East),Mon,8:00am - 12:00pm | 6:00pm - 10:00pm,,false
Tampines,Good Medical Clinic (Tampines East),Tues,8:00am - 12:00pm | 6:00pm - 10:00pm,,false
Tampines,Good Medical Clinic (Tampines East),Wed,8:00am - 12:00pm | 6:00pm - 10:00pm,,false
Tampines,Good Medical Clinic (Tampines East),Thurs,8:00am - 12:00pm | 6:00pm - 10:00pm,,false
Tampines,Good Medical Clinic (Tampines East),Fri,8:00am - 12:00pm | 6:00pm - 10:00pm,,false
Tampines,Good Medical Clinic (Tampines East),Sat,8:00am - 12:00pm | 6:00pm - 10:00pm,,false
Tampines,Good Medical Clinic (Tampines East),Sun,8:00am - 12:00pm | 6:00pm - 10:00pm,,false
Tampines,Good Medical Clinic (Tampines East),PH,,To call the clinic to confirm,false
Tampines,Greenhealth,Mon,8:30am - 1:30pm,,false
Tampines,Greenhealth,Tues,8:30am - 1:30pm,,false
Tampines,Greenhealth,Wed,8:30am - 1:30pm,,false
Tampines,Greenhealth,Thurs,8:30am - 1:30pm,,false
Tampines,Family Clinic,Fri,8:30am - 1:30pm | 2:30pm - 4:30pm,,false
Tampines,Family Clinic,Sat,8:30am - 12:30pm,,false
Tampines,Family Clinic,Sun,9:00am - 12:00pm,,false
Tampines,Family Clinic,PH,,Closed,true
Tampines,Healthway Medical (Tampines St 21),Mon,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Tampines,Healthway Medical (Tampines St 21),Tues,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Tampines,Healthway Medical (Tampines St 21),Wed,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Tampines,Healthway Medical (Tampines St 21),Thurs,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Tampines,Healthway Medical (Tampines St 21),Fri,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Tampines,Healthway Medical (Tampines St 21),Sat,8:30am - 1:00pm,,false
Tampines,Healthway Medical (Tampines St 21),Sun,8:30am - 1:00pm,,false
Tampines,Healthway Medical (Tampines St 21),PH,8:30am - 1:00pm,,false
Tampines,HeartlandHealth (Tampines),Mon,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines),Tues,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines),Wed,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines),Thurs,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines),Fri,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines),Sat,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines),Sun,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines),PH,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines East),Mon,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines East),Tues,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines East),Wed,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines East),Thurs,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines East),Fri,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines East),Sat,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines East),Sun,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,HeartlandHealth (Tampines East),PH,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Tampines,Intemedical Tampines,Mon,8:00am - 10:00pm,(WhatsApp,false
Tampines,Intemedical Tampines,Tues,8:00am - 10:00pm,(WhatsApp,false
Tampines,Intemedical Tampines,Wed,8:00am - 10:00pm,(WhatsApp,false
Tampines,Intemedical Tampines,Thurs,8:00am - 10:00pm,(WhatsApp,false
Tampines,Intemedical Tampines,Fri,8:00am - 10:00pm,(WhatsApp,false
Tampines,Intemedical Tampines,Sat,8:00am - 10:00pm,(WhatsApp,false
Tampines,Intemedical Tampines,Sun,8:00am - 10:00pm,(WhatsApp,false
Tampines,Intemedical Tampines,PH,8:00am - 10:00pm,Only),false
Tampines,Karri Family Clinic,Mon,8:30am - 1:00pm | 6:30pm - 9:00pm,,false
Tampines,Karri Family Clinic,Tues,8:30am - 1:00pm | 6:30pm - 9:00pm,,false
Tampines,Karri Family Clinic,Wed,8:30am - 1:00pm | 6:30pm - 9:00pm,,false
Tampines,Karri Family Clinic,Thurs,8:30am - 1:00pm,,false
Tampines,Karri Family Clinic,Fri,8:30am - 1:00pm,,false
Tampines,Karri Family Clinic,Sat,8:30am - 12:30pm,,false
Tampines,Karri Family Clinic,Sun,,Closed,true
Tampines,Karri Family Clinic,PH,,Closed,true
Tampines,Kindred Family Clinic (Tampines),Mon,8:30am - 12:30pm,,false
Tampines,Kindred Family Clinic (Tampines),Tues,8:30am - 12:30pm,,false
Tampines,Kindred Family Clinic (Tampines),Wed,8:30am - 12:30pm | 2:00pm - 4:30pm,,false
Tampines,Kindred Family Clinic (Tampines),Thurs,2:00pm - 4:30pm | 6:00pm - 8:30pm,,false
Tampines,Kindred Family Clinic (Tampines),Fri,2:00pm - 4:30pm | 6:00pm - 8:30pm,,false
Tampines,Kindred Family Clinic (Tampines),Sat,8:30am - 12:30pm,,false
Tampines,Kindred Family Clinic (Tampines),Sun,,Closed,true
Tampines,Kindred Family Clinic (Tampines),PH,,Closed,true
Tampines,Little Cross Family Clinic Pte Ltd,Mon,8:30am - 3:00pm | 7:00pm - 9:00pm,,false
Tampines,Little Cross Family Clinic Pte Ltd,Tues,8:30am - 3:00pm | 7:00pm - 9:00pm,,false
Tampines,Little Cross Family Clinic Pte Ltd,Wed,8:30am - 3:00pm | 7:00pm - 9:00pm,,false
Tampines,Little Cross Family Clinic Pte Ltd,Thurs,8:30am - 3:00pm | 7:00pm - 9:00pm,,false
Tampines,Little Cross Family Clinic Pte Ltd,Fri,8:30am - 3:00pm | 7:00pm - 9:00pm,,false
Tampines,Little Cross Family Clinic Pte Ltd,Sat,8:30am - 12:30pm | 7:00pm - 9:00pm,,false
Tampines,Little Cross Family Clinic Pte Ltd,Sun,,Closed,true
Tampines,Little Cross Family Clinic Pte Ltd,PH,8:30am - 12:30pm,,false
Tampines,Medina Medical Centre,Mon,8:00am - 12:30pm | 2:30pm - 5:00pm,,false
Tampines,Medina Medical Centre,Tues,8:00am - 12:30pm | 2:30pm - 5:00pm,,false
Tampines,Medina Medical Centre,Wed,8:00am - 12:30pm | 2:30pm - 5:00pm,,false
Tampines,Medina Medical Centre,Thurs,8:00am - 12:30pm | 2:30pm - 5:00pm,,false
Tampines,Medina Medical Centre,Fri,8:00am - 12:30pm | 2:30pm - 5:00pm,,false
Tampines,Medina Medical Centre,Sat,8:30am - 12:30pm,,false
Tampines,Medina Medical Centre,Sun,,Closed,true
Tampines,Medina Medical Centre,PH,,Closed,true
Tampines,Northeast Medical 20 Group (Tampines),Mon,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Tampines,Northeast Medical 20 Group (Tampines),Tues,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Tampines,Northeast Medical 20 Group (Tampines),Wed,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Tampines,Northeast Medical 20 Group (Tampines),Thurs,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Tampines,Northeast Medical 20 Group (Tampines),Fri,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Tampines,Northeast Medical 20 Group (Tampines),Sat,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Tampines,Northeast Medical 20 Group (Tampines),Sun,8:00am - 1:00pm | 2:00pm - 10:00pm,,false
Tampines,Northeast Medical 20 Group (Tampines),PH,8:00am - 1:00pm,,false
Tampines,Our Family Physician Clinic & Surgery,Mon,8:00am - 11:00pm,,false
Tampines,Our Family Physician Clinic & Surgery,Tues,8:00am - 11:00pm,,false
Tampines,Our Family Physician Clinic & Surgery,Wed,8:00am - 11:00pm,,false
Tampines,Our Family Physician Clinic & Surgery,Thurs,8:00am - 11:00pm,,false
Tampines,Our Family Physician Clinic & Surgery,Fri,8:00am - 11:00pm,,false
Tampines,Our Family Physician Clinic & Surgery,Sat,8:00am - 11:00pm,,false
Tampines,Our Family Physician Clinic & Surgery,Sun,8:00am - 11:00pm,,false
Tampines,Our Family Physician Clinic & Surgery,PH,8:00am - 11:00pm,,false
Tampines,Our Tampines Family Clinic,Mon,8:00am - 2:00pm | 5:00pm - 10:00pm | 2:00pm - 6:00pm,(WhatsApp Only) Sat:,false
Tampines,Our Tampines Family Clinic,Tues,8:00am - 2:00pm | 5:00pm - 10:00pm | 2:00pm - 6:00pm,(WhatsApp Only) Sat:,false
Tampines,Our Tampines Family Clinic,Wed,8:00am - 2:00pm | 5:00pm - 10:00pm | 2:00pm - 6:00pm,(WhatsApp Only) Sat:,false
Tampines,Our Tampines Family Clinic,Thurs,8:00am - 2:00pm | 5:00pm - 10:00pm | 2:00pm - 6:00pm,(WhatsApp Only) Sat:,false
Tampines,Our Tampines Family Clinic,Fri,8:00am - 2:00pm | 5:00pm - 10:00pm | 2:00pm - 6:00pm,(WhatsApp Only) Sat:,false
Tampines,Our Tampines Family Clinic,Sun,8:00am - 1:00pm,,false
Tampines,Our Tampines Family Clinic,PH,,Closed,true
Tampines,Parkway Shenton Medical Clinic (Tampines West),Mon,8:00am - 5:00pm,,false
Tampines,Parkway Shenton Medical Clinic (Tampines West),Tues,8:00am - 5:00pm,,false
Tampines,Parkway Shenton Medical Clinic (Tampines West),Wed,8:00am - 5:00pm,,false
Tampines,Parkway Shenton Medical Clinic (Tampines West),Thurs,8:00am - 5:00pm,,false
Tampines,Parkway Shenton Medical Clinic (Tampines West),Fri,8:00am - 5:00pm,,false
Tampines,Parkway Shenton Medical Clinic (Tampines West),Sat,8:00am - 1:00pm,,false
Tampines,Parkway Shenton Medical Clinic (Tampines West),Sun,,Closed,true
Tampines,Parkway Shenton Medical Clinic (Tampines West),PH,,Closed,true
Tampines,Prima Care Family Clinic (T.North),Mon,8:30am - 5:30pm,,false
Tampines,Prima Care Family Clinic (T.North),Tues,8:30am - 5:30pm,,false
